YOR224C	YJL140W
YGR090W	YDL031W
YHR041C	YMR112C
YMR263W	YNL330C
YNL138W	YOR083W
YBL003C	YHL034C
YOL005C	YBL004W
YKL035W	YLR347C
YDR448W	YBR198C
YBR251W	YDR337W
YIR010W	YDR388W
YMR205C	YGL207W
YBL084C	YNL172W
YNL030W	YDL156W
YPR120C	YHR121W
YHR062C	YPR060C
YPL084W	YMR191W
YIL070C	YOL143C
YER030W	YOR361C
YER172C	YOR308C
YKL035W	YDL148C
YPL245W	YLR150W
YER090W	YBR160W
YMR031C	YJR140C
YGL151W	YOR174W
YDL208W	YBL003C
YMR228W	YPR186C
YEL015W	YBR279W
YOL004W	YIL035C
YGL234W	YDR335W
YGL234W	YIR035C
YGL112C	YLR150W
YGL070C	YDR308C
YJL033W	YNR039C
YDR172W	YGR243W
YDR303C	YIL015W
YDR190C	YML010W
YIR010W	YJR112W
YJL138C	YBR283C
YHR066W	YNL122C
YOR253W	YIL148W
YNL252C	YDR381W
YCL029C	YOL004W
YHR089C	YKL093W
YMR229C	YFL037W
YIR007W	YPR080W
YPL048W	YAL019W
YFR010W	YDL175C
YBR010W	YLR150W
YNL031C	YLL022C
YNL238W	YMR124W
YGR104C	YNL236W
YIL075C	YDR320C
YBR231C	YPL235W
YDR365C	YCR087C-A
YLR022C	YLR150W
YFR015C	YBL047C
YDR138W	YDL215C
YDL208W	YLR175W
YOR128C	YJR140C
YPR101W	YLR275W
YOL135C	YPR168W
YPR035W	YKL072W
YLR398C	YKR050W
YDR190C	YBR009C
YLR262C-A	YPR067W
YHR066W	YDR312W
YEL055C	YDR155C
YDR363W-A	YHR027C
YHR196W	YGL207W
YCR035C	YDL111C
YPL009C	YMR290C
YPR144C	YDR496C
YBL026W	YJR022W
YIL148W	YLR380W
YDR365C	YDL053C
YDL225W	YKR048C
YLR363W-A	YLR150W
YPL009C	YDL014W
YNR011C	YER112W
YDL097C	YDR427W
YDR324C	YDR398W
YDR385W	YPR080W
YLR418C	YOL145C
YLR147C	YER069W
YNL220W	YDR028C
YJL033W	YCL024W
YPL064C	YBR011C
YER148W	YDL065C
YDL147W	YLL058W
YMR229C	YNL308C
YIL008W	YDL145C
YBR079C	YEL030W
YOL005C	YGL043W
YNR024W	YDR280W
YGR103W	YNL054W
YAL043C	YBR119W
YAL021C	YER068W
YBL003C	YPL127C
YGR090W	YNL176C
YML062C	YDR381W
YBL071W-A	YNL209W
YEL012W	YGL173C
YGL066W	YJL080C
YDR243C	YDR388W
YGL070C	YIL021W
YHR081W	YMR187C
YLR398C	YML105C
YNL110C	YKR081C
YBR154C	YIL021W
YOR209C	YER021W
YNR054C	YDL060W
YHR119W	YBR258C
YIL075C	YDR227W
YCR071C	YJL063C
YLR199C	YGR116W
YGR090W	YHR121W
YER035W	YDR174W
YDR195W	YJL047C
YML070W	YNL248C
YDR485C	YDR334W
YLR330W	YKR048C
YML011C	YPL210C
YDR363W-A	YNL047C
YLR225C	YDL014W
YKL104C	YLR336C
YBR081C	YLR055C
YMR229C	YLR429W
YML041C	YDR190C
YIL148W	YPL218W
YLR022C	YGL014W
YHR027C	YMR191W
YDR224C	YKR048C
YHR066W	YNL308C
YGL240W	YFR036W
YOR187W	YBL060W
YDR145W	YMR236W
YOR244W	YBL003C
YDL060W	YLR150W
YHR064C	YBR069C
YML096W	YER062C
YDR519W	YGL014W
YMR014W	YEL026W
YML112W	YDR381W
YJL033W	YDL014W
YPL048W	YPR080W
YOR209C	YNL022C
YNR010W	YOL051W
YLR022C	YER122C
YER006W	YKL117W
YOR289W	YDR474C
YOR091W	YGR285C
YPR116W	YLR091W
YDR054C	YDL164C
YOR196C	YML105C
YGL124C	YOR151C
YNL330C	YPL139C
YOR089C	YNL009W
YAL027W	YML095C
YNL051W	YBL055C
YHR200W	YOR261C
YNL061W	YLR175W
YJL011C	YOR207C
YOR244W	YPR023C
YDL074C	YOR362C
YOR308C	YHR019C
YML095C	YPL022W
YAL011W	YGR002C
YAL027W	YDR381W
YGL061C	YKR048C
YJR043C	YKL054C
YGR274C	YBL106C
YGL150C	YLR436C
YHR066W	YHR089C
YGL234W	YOR086C
YEL055C	YBL003C
YCR060W	YPR171W
YCL010C	YDR448W
YPR173C	YEL034W
YML062C	YBR136W
YNR024W	YER129W
YDR121W	YDR361C
YJL033W	YJL138C
YHR196W	YER043C
YMR223W	YOL148C
YGR090W	YNL308C
YEL054C	YGL120C
YBR173C	YGL096W
YDR385W	YNL061W
YOL135C	YOR174W
YBL035C	YLR006C
YKL155C	YGR165W
YBL097W	YLR086W
YLR429W	YPR171W
YNL104C	YOR108W
YDR485C	YPL235W
YJL138C	YDR166C
YHR066W	YFR001W
YDR365C	YOR061W
YPL138C	YBL043W
YBL002W	YML014W
YML096W	YDR381W
YLR438C-A	YDR473C
YER146W	YHR165C
YMR236W	YDR392W
YDR482C	YLL036C
YBL024W	YOL041C
YOL076W	YDL014W
YNL317W	YAR073W
YGR274C	YHR121W
YML056C	YGR216C
YJL109C	YLR175W
YJL033W	YOR294W
YIL021W	YBR025C
YDR499W	YJR096W
YHR081W	YOL021C
YNR016C	YOR216C
YBR198C	YMR005W
YML092C	YOR157C
YKL058W	YFR032C
YER172C	YNL147W
YDR429C	YMR309C
YIL103W	YBR109C
YBL003C	YML012W
YDR460W	YLR005W
YER146W	YJL124C
YMR240C	YPL213W
YPR107C	YGL049C
YDR167W	YMR005W
YPL240C	YER006W
YJL050W	YIL079C
YKR083C	YML105C
YGR091W	YDR378C
YNR014W	YLR249W
YCR077C	YJL052W
YNR016C	YOR060C
YGR275W	YMR033W
YDR225W	YLR384C
YIL075C	YMR191W
YER092W	YFL013C
YOR206W	YDR381W
YDR392W	YGL071W
YLR398C	YPR189W
YER025W	YPR008W
YLR197W	YLR347C
YDR363W-A	YDR394W
YIR007W	YMR186W
YDR334W	YLR385C
YBR198C	YGL112C
YGR047C	YMR086W
YBR127C	YKL082C
YDL040C	YMR290C
YHR164C	YCR028C-A
YGL122C	YLR432W
YBR245C	YOL006C
YOR138C	YNL021W
YDL216C	YDL147W
YOL115W	YDL175C
YNL262W	YOR087W
YDR091C	YLR150W
YBR234C	YLR370C
YAL027W	YMR078C
YDR392W	YOL148C
YNR054C	YMR128W
YHR027C	YOR335C
YPR182W	YPR057W
YPR074C	YER098W
YDR167W	YGL112C
YMR229C	YBR142W
YGR095C	YIL030C
YDL060W	YHR099W
YGL099W	YMR290C
YLR435W	YPR067W
YER027C	YER162C
YJL081C	YDR485C
YJL011C	YKL144C
YER172C	YOR168W
YGL112C	YMR227C
YDR172W	YEL037C
YGL207W	YPR115W
YDL208W	YDR381C-A
YJR058C	YOL062C
YDL060W	YBR189W
YDR145W	YMR005W
YER022W	YGR104C
YLR363W-A	YBL032W
YKL058W	YOR093C
YLR052W	YBL003C
YNL103W	YER040W
YJL023C	YGL157W
YPR180W	YNL189W
YGL120C	YER053C
YER172C	YLR150W
YHR066W	YGL120C
YGR264C	YNL061W
YIL075C	YOR261C
YMR170C	YKL100C
YGR271C-A	YDR385W
YPL011C	YML015C
YGL073W	YJL194W
YPL012W	YNR011C
YGR090W	YGL019W
YNL102W	YDL239C
YBL071W-A	YHR103W
YBL071W-A	YIL103W
YIR012W	YDL097C
YER172C	YBR055C
YGL112C	YLR055C
YGL120C	YHR085W
YGL090W	YER062C
YJR082C	YJL081C
YAR003W	YPL138C
YPL047W	YDR392W
YOR052C	YMR309C
YGR158C	YHR081W
YPR175W	YPR162C
YDR117C	YIL130W
YMR310C	YDR143C
YLR277C	YNL208W
YJR084W	YDR381W
YIR007W	YPR074C
YJL006C	YKL139W
YOR001W	YER143W
YDR416W	YLR147C
YLR435W	YIL041W
YER171W	YPR056W
YKL173W	YLR147C
YOR353C	YHR102W
YNL059C	YLR249W
YKL122C	YLR432W
YHR118C	YPR171W
YMR229C	YOR206W
YOR091W	YGL245W
YOL117W	YDR328C
YNL220W	YBR066C
YNL067W	YNL246W
YIL156W	YEL011W
YJL011C	YNL151C
YMR049C	YLR233C
YDR301W	YKL059C
YDR365C	YKL104C
YHR165C	YLR147C
YDR477W	YDR028C
YMR297W	YGL013C
YGR095C	YOL142W
YMR229C	YDR505C
YGL127C	YLR071C
YCL014W	YNL209W
YDL150W	YPR190C
YDR365C	YKR081C
YBR198C	YML015C
YOR210W	YHR143W-A
YGR074W	YPL190C
YDL140C	YIL021W
YDR251W	YLL021W
YGL070C	YNL021W
YDR427W	YGL048C
YML071C	YNL051W
YMR113W	YBL105C
YPR105C	YGR120C
YDR448W	YCR082W
YHR164C	YNL312W
YGL150C	YLR359W
YLR277C	YPL146C
YER112W	YGL173C
YDR054C	YDR223W
YDR254W	YJR135C
YGL203C	YPR067W
YNL110C	YHR121W
YGR091W	YBR055C
YNR053C	YOR294W
YHR066W	YDR381W
YBL067C	YOL087C
YNL138W	YOR370C
YOL004W	YPR184W
YGL120C	YJR007W
YNL110C	YLR150W
YER112W	YGR091W
YBR251W	YJR113C
YJL124C	YEL015W
YJL044C	YLR150W
YJR070C	YPL153C
YPR107C	YDR195W
YDL112W	YCL059C
YEL044W	YDR190C
YDR365C	YOR294W
YER035W	YDR381W
YMR229C	YLR150W
YML131W	YOL154W
YER148W	YDR145W
YDR378C	YJL124C
YGL111W	YOR380W
YOR272W	YOR294W
YJL138C	YJR064W
YCR009C	YDR381W
YBL003C	YPL090C
YFR052W	YOR259C
YER112W	YDR473C
YMR229C	YOR136W
YPR103W	YGR161C
YMR263W	YOL004W
YJL050W	YMR137C
YGL240W	YIR025W
YNR014W	YPL048W
YDR308C	YPR070W
YAR003W	YDR469W
YMR005W	YGL106W
YGR090W	YHR089C
YBR225W	YLR310C
YGR104C	YBR193C
YGL112C	YGR274C
YHR069C	YNL232W
YAL007C	YDR086C
YDR060W	YLR211C
YML127W	YLR189C
YGR095C	YNL232W
YBR115C	YPL070W
YER095W	YNL065W
YNL137C	YBR006W
YKL069W	YER062C
YLR085C	YLR259C
YPR116W	YJL023C
YGR158C	YNR024W
YNR054C	YGR145W
YPR116W	YLR150W
YNL061W	YOL043C
YMR070W	YHL034C
YKR024C	YDL014W
YML070W	YPR110C
YCR043C	YJL076W
YOL146W	YDR489W
YMR224C	YLL021W
YJL033W	YLR429W
YDR303C	YMR033W
YER025W	YLR291C
YFR052W	YBL076C
YDR448W	YOL148C
YJL050W	YML111W
YOR187W	YPL040C
YDR280W	YNL248C
YAL016W	YGL190C
YER172C	YMR229C
YKR025W	YNL151C
YDL155W	YEL023C
YOR132W	YJL053W
YGL120C	YLR106C
YDR295C	YDL126C
YML114C	YER062C
YBR278W	YMR224C
YGR103W	YJL089W
YFL024C	YHR090C
YIL126W	YLR357W
YOR261C	YDR519W
YDL097C	YPL197C
YER148W	YMR186W
YBR101C	YPR105C
YGL070C	YOR210W
YKL018W	YKL059C
YDR448W	YGL112C
YNR003C	YPR010C
YGL049C	YKL217W
YDR145W	YGR274C
YDR365C	YNR037C
YLR277C	YBR126C
YER147C	YDR087C
YDL195W	YAL029C
YDR167W	YLR399C
YHR066W	YHR088W
YOL028C	YCL004W
YDR145W	YML015C
YOR290C	YHL025W
YBL003C	YPR052C
YMR229C	YDR381W
YOR046C	YMR047C
YBR234C	YGR149W
YHR064C	YGR285C
YDR137W	YNL044W
YDL140C	YGL043W
YNL209W	YBR079C
YMR259C	YLR409C
YGL078C	YDL014W
YDL013W	YBR054W
YGR198W	YMR308C
YGR165W	YDR041W
YDL182W	YHR029C
YER070W	YGR180C
YDR225W	YDR173C
YDR478W	YNL221C
YCR060W	YGR237C
YDL185W	YHR039C-B
YJL122W	YHR052W
YLR033W	YMR033W
YCR035C	YNL189W
YKL088W	YAR010C
YMR236W	YBR081C
YHR066W	YHR121W
YDR195W	YKL018W
YDR075W	YNL201C
YPL144W	YNL244C
YDR054C	YOL097C
YOR361C	YLR347C
YLR071C	YDL005C
YOR206W	YLR196W
YOR207C	YNR003C
YJL023C	YDR444W
YDR460W	YER171W
YOR128C	YKL142W
YNL059C	YBR079C
YAR007C	YDR499W
YMR263W	Q0045
YGR261C	YJL024C
YLR288C	YOR368W
YMR186W	YAL028W
YPR119W	YBR160W
YLR132C	YMR186W
YOR124C	YGR061C
YER025W	YIR027C
YBR198C	YJR090C
YBR234C	YIL062C
YOR290C	YBR289W
YAL027W	YHR121W
YPL211W	YER052C
YJR135C	YOL054W
YNL110C	YER006W
YDR346C	YMR072W
YJL033W	YIL091C
YNR011C	YBR055C
YOL149W	YDR238C
YHR185C	YDR381W
YGR086C	YPR115W
YJL123C	YGR140W
YGL151W	YHR058C
YLR435W	YPR175W
YGR162W	YJR033C
YOR243C	YNR016C
YPR023C	YDR359C
YPR175W	YCL032W
YDL140C	YDR289C
YOL149W	YBR094W
YBR079C	YPR116W
YCR081W	YDR308C
YGL035C	YDR174W
YLR385C	YDR190C
YDL140C	YPL085W
YER086W	YLR347C
YEL037C	YER125W
YMR092C	YJL171C
YMR229C	YOL077C
YJL176C	YDR381W
YDR165W	YKL038W
YML043C	YBL014C
YOR098C	YGR202C
YER112W	YOL021C
YCL031C	YLR150W
YOL149W	YEL015W
YMR123W	YDR381W
YDR145W	YBL003C
YDL140C	YDR404C
YLR196W	YOL041C
YGL127C	YPR168W
YBR127C	YEL051W
YIL126W	YLR033W
YDR172W	YBR112C
YPR179C	YHR158C
YPR023C	YPL235W
YGR095C	YNL189W
YLR298C	YBR119W
YLR335W	YNL189W
YER050C	YDR337W
YDL095W	YDR388W
YGL021W	YDL145C
YHR118C	YPR052C
YGL240W	YHR166C
YOR210W	YNL113W
YJL006C	YDR381W
YJL011C	YOR116C
YLR355C	YLR150W
YFR037C	YGR275W
YDL140C	YOR151C
YNL317W	YBR166C
YOL045W	YDR087C
YJR063W	YOR340C
YGR063C	YIL035C
YBR245C	YLL021W
YDR365C	YNL085W
YHR121W	YIL036W
YDR054C	YIR004W
YJL203W	YML049C
YDR365C	YLR175W
YGR274C	YIL057C
YHR086W	YLR275W
YLR418C	YOR123C
YNL113W	YNR003C
YML041C	YGL170C
YGR074W	YLR275W
YMR229C	YER006W
YMR038C	YDR155C
YDR365C	YOR310C
YOL148C	YPL254W
YHR167W	YNL139C
YLR345W	YOR219C
YDR145W	YGR130C
YJL033W	YGR272C
YOR207C	YDR388W
YLR298C	YDL087C
YHR066W	YMR290C
YGL127C	YBR193C
YBR060C	YDR174W
YBR234C	YKL013C
YNL147W	YPL001W
YPR190C	YKL100C
YIL017C	YHR121W
YLR144C	YLR175W
YBR198C	YOL148C
YJR033C	YDR202C
YFR048W	YGL086W
YDL150W	YOR224C
YLR438C-A	YER146W
YIL126W	YPR004C
YEL053C	YFL008W
YJL080C	YCL009C
YMR067C	YPL216W
YER148W	YLR249W
YDR368W	YFL024C
YKR025W	YFR008W
YBR154C	YDL115C
YDL140C	YOR210W
YKL081W	YLR338W
YGR071C	YPL031C
YHR081W	YML014W
YBL046W	YML010W
YDR254W	YJL105W
YCR020W-B	YIL033C
YDR299W	YEL026W
YDR334W	YNL071W
YNL233W	YHR182W
YDR174W	YLR347C
YJL011C	YNL113W
YHR089C	YLR175W
YNL330C	YIL084C
YJL063C	YDR175C
YBR154C	YOL005C
YOR217W	YNL290W
YLR277C	YDR195W
YJL033W	YGR209C
YDR195W	YKL059C
YOR206W	YPR189W
YFR021W	YDR087C
YPR182W	YBR055C
YJL011C	YBR154C
YBR279W	YOR040W
YDR301W	YJR093C
YIR010W	YDR129C
YBR267W	YOL012C
YAL001C	YOR110W
YDR388W	YGL207W
YDL092W	YPL243W
YOR172W	YBL003C
YJL011C	YLL026W
YHR069C	YDR280W
YGR275W	YDR207C
YHR200W	YDR273W
YMR075W	YNL189W
YBR215W	YDR381W
YOR352W	YDR288W
YFL013C	YKR048C
YLR288C	YBR109C
YDR427W	YPR021C
YDL043C	YGR024C
YHR039C-B	YPR036W
YGL112C	YDR381W
YOR174W	YOR349W
YJR041C	YNL189W
YHR066W	YGR054W
YDR365C	YPL146C
YDL150W	YDR045C
YGR090W	YPR052C
YMR240C	YBR072W
YGR086C	YPL235W
YDR482C	YDL030W
YGR078C	YDR320C
YOR076C	YGR195W
YCR002C	YDR507C
YNR054C	YLR222C
YGR204W	YBR084W
YDR224C	YNL290W
YDR334W	YLR085C
YDR074W	YAL032C
YOR128C	YJR001W
YAL011W	YDR334W
YIL126W	YKR008W
YDR363W-A	YFR013W
YDR449C	YBL075C
YHR090C	YDR388W
YIL021W	YDR404C
YHR027C	YLR341W
YIL078W	YOL159C
YAL027W	YDL156W
YFR037C	YLR033W
YDL087C	YLR275W
YJR060W	YGR215W
YFL013C	YMR186W
YBR245C	YDR121W
YDR301W	YOR093C
YCR020W-B	YDR520C
YOR207C	YDR045C
YBR130C	YGL106W
YGL070C	YLR319C
YOR341W	YOR210W
YJR082C	YEL018W
YDR207C	YGL207W
YHR023W	YGL106W
YBR154C	YGL043W
YGL070C	YOR151C
YBL003C	YBR009C
YNL030W	YOL054W
YML114C	YDR145W
YMR229C	YEL026W
YGR145W	YNL197C
YLR438C-A	YPR178W
YGR158C	YNL161W
YJL173C	YNL312W
YDR416W	YJR050W
YNL094W	YIL036W
YML041C	YNL107W
YMR123W	YDL053C
YBL003C	YOR159C
YNL255C	YOL077C
YGR095C	YMR266W
YPR023C	YDR190C
YIL021W	YOR210W
YEL054C	YDL060W
YKR082W	YDR424C
YDR167W	YOR207C
YAL043C	YKL059C
YIR015W	YBR257W
YBR234C	YMR276W
YNR038W	YLR196W
YJL109C	YIL095W
YAL027W	YNL312W
YLR298C	YLR275W
YPL170W	YDR087C
YPR007C	YCR095C
YEL018W	YOR361C
YOR127W	YDR186C
YDL043C	YLR016C
YGR103W	YMR049C
YLR170C	YDR381W
YLR116W	YKL074C
YOL148C	YDR174W
YDR337W	YNL137C
YKL018W	YDL014W
YDL097C	YFR010W
YCR020W-B	YLR357W
YOR207C	YOR116C
YOR009W	YGR211W
YDL043C	YDR482C
YHR069C	YCR035C
YOL135C	YPR070W
YPR101W	YAL032C
YBR166C	YBL105C
YGL253W	YMR049C
YGR090W	YLR175W
YNL112W	YNL209W
YNL248C	YOR340C
YDR295C	YLR241W
YIL070C	YPL118W
YIL156W	YPR025C
YKR018C	YGL097W
YKR024C	YFR001W
YBR010W	YNL206C
YDR334W	YIL035C
YBL002W	YMR072W
YGR123C	YMR313C
YJL109C	YDR060W
YJL006C	YML112W
YMR048W	YOR153W
YGR056W	YDR303C
YFR050C	YOR157C
YJL173C	YOR287C
YGL234W	YPR118W
YJL011C	YOR210W
YLR052W	YDR190C
YCR002C	YHR107C
YJL203W	YMR288W
YOR098C	YMR125W
YGR185C	YDR041W
YOL021C	YDL111C
YNL106C	YEL060C
YGR103W	YOL077C
YGL092W	YLR208W
YNL325C	YAL051W
YGR090W	YNL248C
YIL021W	YGL207W
YAR003W	YBR175W
YJL063C	YDL045W-A
YHR163W	YPR162C
YMR102C	YDR362C
YJL148W	YOR340C
YNL099C	YOR361C
YDR108W	YDR472W
YDR409W	YLR303W
YNL223W	YLR360W
YBR119W	YGR013W
YLR363W-A	YPR052C
YNL059C	YHR064C
YHR086W	YGR013W
YNL049C	YML117W
YLR058C	YNL062C
YOL021C	YIL122W
YOL017W	YOR046C
YNR052C	YPL146C
YPR034W	YDR520C
YPL016W	YJL176C
YDR074W	YLR347C
YDR074W	YML100W
YMR031C	YPL004C
YBR193C	YGL025C
YDL150W	YOR207C
YAL001C	YDR362C
YJL011C	YKR025W
YDL140C	YGR186W
YGR158C	YDR280W
YFR010W	YKL007W
YDL150W	YKR025W
YDL145C	YDR381W
YNL049C	YPL260W
YER112W	YJL124C
YHR138C	YMR049C
YGR091W	YJR022W
YDL092W	YML105C
YPR010C	YBR154C
YNL151C	YBL058W
YAL043C	YDR195W
YLR418C	YMR085W
YEL003W	YJL179W
YMR263W	YPL181W
YJR060W	YER030W
YMR288W	YIL036W
YNL136W	YLR150W
YDR156W	YPR010C
YDL097C	YHR027C
YOL017W	YHR121W
YBR231C	YLR399C
YDL208W	YGR103W
YEL044W	YJL081C
YLR382C	YBR275C
YOL109W	YLR249W
YMR240C	YDR174W
YDR243C	YLR429W
YDR156W	YNL248C
YFR050C	YOR362C
YJL050W	YBR094W
YOR340C	YOR341W
YGL237C	YBL021C
YBR195C	YML102W
YMR311C	YJR091C
YKR003W	YIL094C
YDL150W	YPR110C
YJL023C	YKL192C
YDL140C	YML010W
YPR133C	YOL005C
YBR009C	YAL039C
YNL027W	YJL176C
YNL030W	YPL001W
YNL030W	YML069W
YPL259C	YGL014W
YER146W	YGR253C
YAL001C	YBR123C
YPR184W	YHR023W
YKL009W	YPR080W
YFL008W	YDR506C
YLR144C	YJR009C
YMR263W	YIL084C
YNL004W	YNL253W
YGR078C	YLR200W
YBR253W	YNL209W
YBR193C	YER022W
YOR128C	YHR216W
YLR200W	YBR083W
YHL024W	YCL032W
YPR108W	YDL013W
YBR193C	YMR112C
YHR127W	YKL012W
YLR298C	YER029C
YBR119W	YKL012W
YFR037C	YIL021W
YBR251W	YNL242W
YER146W	YGL173C
YLR298C	YHR086W
YDR308C	YGL127C
YGL151W	YPR168W
YAL001C	YPL007C
YML041C	YPL235W
YJR022W	YLR438C-A
YHR119W	YAR003W
YNL247W	YPL037C
YDR427W	YFR010W
YJL145W	YLR403W
YEL015W	YLR419W
YBR154C	YDL150W
YER172C	YHR165C
YDL076C	YLR347C
YHR146W	YPL154C
YML098W	YGL112C
YBR119W	YMR125W
YEL018W	YML007W
YIL021W	YMR032W
YDR448W	YHR121W
YDR054C	YDL106C
YMR240C	YGL174W
YGL078C	YMR114C
YOL005C	YHR111W
YHR165C	YEL026W
YOL005C	YJL140W
YDR022C	YOR361C
YDR365C	YIL142W
YBR060C	YML007W
YOR207C	YIL036W
YOL005C	YNR016C
YPL012W	YPL216W
YGL035C	YDR099W
YDR176W	YGL112C
YAL021C	YNR052C
YGR264C	YBR251W
YJR104C	YLR086W
YKL142W	YNL138W
YGR074W	YER064C
YER172C	YHR140W
YML112W	YIL035C
YBR247C	YKL143W
YPL220W	YPL116W
YPR062W	YLR249W
YPL247C	YLR259C
YDL145C	YGL137W
YBL079W	YPL146C
YAR003W	YLR015W
YJR063W	YDR156W
YNL139C	YLR289W
YDR299W	YJL033W
YGR275W	YPL129W
YNL317W	YGR156W
YHR165C	YER162C
YKR002W	YJR093C
YHR089C	YAL063C
YMR093W	YCL036W
YHR193C	YLR432W
YOR056C	YMR229C
YNL136W	YOR294W
YBR009C	YOR304W
YER012W	YGL096W
YGR134W	YPL268W
YGR074W	YPL213W
YCR081W	YGL127C
YGL070C	YDR404C
YAL021C	YHR121W
YMR224C	YLR051C
YER146W	YDR473C
YIL050W	YER111C
YMR109W	YBR011C
YLL022C	YMR233W
YNL317W	YPR107C
YDR407C	YDR472W
YLR115W	YPL240C
YDL043C	YLR150W
YMR263W	YBR010W
YLR069C	YLR249W
YDR482C	YCR063W
YMR014W	YDR087C
YKL058W	YNL306W
YOR210W	YKL054C
YDR365C	YHR065C
YDR156W	YOR340C
YNL137C	YDR041W
YLR132C	YPR191W
YMR075W	YPL018W
YMR128W	YDL014W
YNR054C	YGL120C
YNR054C	YHR065C
YBL003C	YBL046W
YNL024C	YOR093C
YDR097C	YHR046C
YER146W	YKL173W
YLR275W	YER029C
YKL010C	YPL037C
YDL092W	YDR395W
YGL207W	YIL126W
YDR469W	YBR258C
YCR081W	YDR443C
YLR272C	YLR086W
YOR217W	YIL036W
YDR354W	YER065C
YGL070C	YGR063C
YGL213C	YLR398C
YDR478W	YNL102W
YGL137W	YLR260W
YJL011C	YOR224C
YLR380W	YLR197W
YDL105W	YDR507C
YDR392W	YMR223W
YER050C	YJR031C
YKL122C	YBR109C
YHL013C	YDL060W
YCL031C	YBR189W
YIL076W	YOR058C
YOR253W	YDR381W
YFL007W	YMR186W
YJL154C	YER162C
YCR002C	YJR076C
YMR131C	YPL207W
YAL001C	YGR047C
YDR480W	YMR186W
YLR277C	YMR086W
YOR159C	YBR055C
YOR253W	YGL045W
YHR165C	YGR074W
YIL126W	YDL117W
YEL056W	YMR230W
YDR405W	YPL173W
YML010W	YIL035C
YJR063W	YOR210W
YBR154C	YOR340C
YOR341W	YLR143W
YDR156W	YJL148W
YGL137W	YER122C
YAL061W	YAL060W
YBL084C	YDR118W
YOL144W	YDL014W
YBR193C	YDR308C
YPR144C	YPR163C
YHR165C	YBL026W
YNL261W	YDR174W
YNL277W	YDR087C
YOL065C	YKL007W
YNL059C	YFL013C
YCR071C	YLR439W
YBR079C	YJL187C
YGR275W	YLR357W
YGR091W	YHR165C
YER022W	YDR111C
YDR224C	YBL003C
YGR047C	YGR086C
YNR053C	YLR325C
YNL250W	YMR230W
YBR084W	YMR125W
YGL227W	YGL151W
YDL087C	YIL061C
YIL021W	YPL129W
YKL135C	YFL034W
YPR182W	YER172C
YGL070C	YOR027W
YDR337W	YDR347W
YDL148C	YJL070C
YJL124C	YNL147W
YLR288C	YGL106W
YJL148W	YMR229C
YDL043C	YML049C
YDR478W	YGR180C
YML126C	YDL215C
YGR071C	YPL128C
YPL220W	YDL156W
YML112W	YDR419W
YGR078C	YJL179W
YNL281W	YER062C
YFR037C	YCL024W
YNR003C	YBR154C
YBR154C	YNL113W
YNL248C	YNL113W
YPR144C	YBR275C
YER029C	YPL213W
YBR154C	YGR186W
YIL021W	YOL005C
YDR390C	YOR075W
YDR318W	YJR135C
YDR337W	YJR101W
YLR262C	YOL045W
YOL021C	YNL151C
YBR060C	YGR167W
YDL043C	YGR129W
YFL024C	YDR381W
YNL233W	YKR063C
YDR311W	YLR005W
YDL145C	YNL287W
YML114C	YDR167W
YDR124W	YMR188C
YDR416W	YLL036C
YIL021W	YMR186W
YLR196W	YOL158C
YMR132C	YLR275W
YML112W	YKL139W
YJL176C	YPL129W
YLR277C	YKL007W
YNR010W	YJL176C
YDL043C	YMR288W
YDR211W	YKR026C
YER007C-A	YGR068C
YGR103W	YMR023C
YJL148W	YOR224C
YPR103W	YCR076C
YPR103W	YJL001W
YLR071C	YBR193C
YBR107C	YJR135C
YDL087C	YLR147C
YNL098C	YOR101W
YGR074W	YJR009C
YBR154C	YJL140W
YJL148W	YNL113W
YDR211W	YJR007W
YLR225C	YKL007W
YPR103W	YMR314W
YJL050W	YPL093W
YEL003W	YHR193C
YOR210W	YNR003C
YFR050C	YMR314W
YLR244C	YHL034C
YBR107C	YDL215C
YNL071W	YPR023C
YGR074W	YOR159C
YOR341W	YNL113W
YOR206W	YNL061W
YOR207C	YNL113W
YPL220W	YPR080W
YOR007C	YOL111C
YDR477W	YGL208W
YIL056W	YEL026W
YDR099W	YER105C
YOR340C	YOR224C
YGL127C	YBR152W
YKL009W	YIL070C
YBR278W	YPR052C
YGR198W	YPL218W
YGR135W	YMR314W
YGR253C	YOR148C
YML092C	YOL136C
YPR103W	YIL129C
YJR060W	YNL209W
YPR008W	YBL003C
YBR234C	YJR066W
YER171W	YHR042W
YPL012W	YBR169C
YER012W	YFR050C
YER012W	YMR314W
YGL009C	YGR171C
YOL038W	YDR028C
YAL033W	YBR257W
YLR071C	YBL093C
YKL122C	YDR496C
YDL055C	YOR380W
YDR156W	YOR341W
YER012W	YOR157C
YKR024C	YNL061W
YML041C	YLR144C
YGL244W	YLR175W
YLR170C	YBR042C
YGR156W	YKR002W
YOR249C	YER004W
YIL061C	YKL012W
YDR337W	YIL093C
YNL248C	YOR310C
YER050C	YKL054C
YGR103W	YLR347C
YDR240C	YOR036W
YHR085W	YKR082W
YHR143W-A	YOL090W
YLL026W	YNL227C
YLR275W	YBL026W
YBR251W	YKL155C
YNL317W	YDR381W
YOR244W	YLR275W
YBR198C	YPL254W
YFL024C	YHR121W
YOR159C	YDR099W
YBR154C	YOR224C
